id,name,date_end,province,organizer_id,arbiter_id,pairings,rating_type,n_players,n_rounds
199611044,Sask Junior,1996-11-03,SK,0,0,RR,R,4,1
199611045,Scarb CC Sunday Autumn Open,1996-11-03,ON,0,100317,SS,R,34,7
199611046,Scarb CC Sunday Autumn U1700,1996-11-03,ON,0,100317,SS,R,32,7
199611047,UBC October Tues Night,1996-11-05,BC,100934,100934,SS,R,25,5
199611048,Burlington Brantford FCL,1996-11-06,ON,104137,104137,SS,R,10,1
199611049,Grand Prix 12,1996-11-09,BC,0,109876,SS,R,6,3
199611050,Kitchener Georgetown FCL,1996-11-10,ON,101349,101349,SS,R,12,1
199611051,Maritime Jr,1996-11-10,NS,101735,101735,RR,R,5,1
199611052,Remembrance Day Open,1996-11-10,ON,106693,106693,SS,R,36,5
199611053,Remembrance Day U1600,1996-11-10,ON,106693,106693,SS,R,22,5
199611054,Remembrance Day U1800,1996-11-10,ON,106693,106693,SS,R,28,5
199611055,Remembrance Day U2000,1996-11-10,ON,106693,106693,SS,R,30,5
199611056,Red Deer Miller October,1996-11-11,AB,101750,101750,RR,R,6,1
199611057,Silver Star Challenge,1996-11-11,BC,100331,100331,SS,R,19,6
199611058,West Van Tuesday Night,1996-11-12,BC,100195,100195,SS,R,10,5
199611059,Fleming vs Burgess,1996-11-16,ON,0,0,RR,R,2,4
199611060,Georgetown Burlington FCL,1996-11-20,ON,0,106109,SS,R,12,1
199611061,Blue Mountain Active,1996-10-20,ON,109694,106376,SS,Q,20,5
199611062,Tosh Tornado,1996-10-25,PE,0,106527,SS,Q,4,6
199611063,Dufferin Game Room Store Chp,1996-10-26,ON,102198,102198,SS,Q,13,5
199611064,TO Paul Keres Active Open,1996-10-27,ON,0,101241,SS,Q,21,6
199611065,TO Paul Keres Active U1600,1996-10-27,ON,0,101241,SS,Q,22,6
199611066,TO Paul Keres Active U1800,1996-10-27,ON,0,101241,SS,Q,31,6
199611067,TO Paul Keres Active U2000,1996-10-27,ON,0,101241,SS,Q,32,6
199611068,TO Paul Keres Active U2200,1996-10-27,ON,0,101241,SS,Q,16,6
199611069,KW October Active,1996-10-29,ON,101665,101665,SS,Q,23,5
199611070,Tuesday Quicky 8,1996-10-29,ON,109445,109445,SS,Q,9,4
199611071,Arabian Knights of November,1996-11-02,AB,110778,110778,SS,Q,12,5
199611072,Dairy Queen Chess Challenge I,1996-11-02,ON,102198,102198,SS,Q,12,5
199611073,NS Junior Active,1996-11-03,NS,101735,101735,SS,Q,6,4
199611074,Tuesday Quicky 9,1996-11-05,ON,0,109445,SS,Q,14,4
199611075,Dairy Queen Challenge 2,1996-11-09,ON,102198,102198,SS,Q,13,5
199611076,Tuesday Quicky 10,1996-11-12,ON,109445,109445,SS,Q,11,4
199611077,Vienna Bakery Chess Open,1996-11-16,ON,102198,102198,SS,Q,15,5
199611078,Scarborough Active,1996-11-17,ON,0,0,SS,Q,39,6
199612001,Pictou County Challenge,1996-09-02,NS,0,105142,SS,R,15,5
199612002,TO CC September Swiss,1996-10-16,ON,0,103681,SS,R,11,6
199612003,WCC Open Championship,1996-10-29,MB,0,106493,SS,R,14,4
199612004,Winnipeg Rememberance Day,1996-11-10,MB,0,103280,SS,R,36,6
199612005,Bogle vs Howarth,1996-11-11,NB,0,0,RR,R,2,4
199612006,GMCC 96972,1996-11-13,NB,0,107763,SS,R,25,6
199612007,Fredericton Fall Tornado,1996-11-16,NB,0,112095,SS,R,10,4
199612008,Vancouver Grand Prix 13,1996-11-17,BC,0,104911,SS,R,6,4
199612009,SJCC Fall Swiss,1996-11-18,NB,100959,111760,SS,R,22,5
199612010,Breau vs Blanchette,1996-11-21,NB,0,0,RR,R,2,4
199612011,Thomann vs Lacey,1996-11-21,ON,0,106856,SS,R,2,1
199612012,Kamloops Grand Prix 3,1996-11-23,BC,0,105611,SS,R,15,4
199612013,Championnat Outaouais Open,1996-11-24,QC,0,107001,SS,R,47,5
199612014,Championnat Outaouais U1300,1996-11-24,QC,0,107001,SS,R,17,5
199612015,Championnat Outaouais U1600,1996-11-24,QC,0,107001,SS,R,24,5
199612016,Championnat Outaouais U1900,1996-11-24,QC,0,107001,SS,R,30,5
199612017,Cranbrook Fall Classic,1996-11-24,BC,0,100289,SS,R,6,5
199612018,NB Closed,1996-11-24,NB,0,100145,SS,R,6,5
199612019,Saint John Fall Open,1996-11-24,NB,0,100145,SS,R,10,5
199612020,Southern AB U1800,1996-11-24,AB,0,107545,SS,R,12,5
199612021,Dark Horse Invitationall,1996-11-29,MB,0,106493,RR,R,8,1
199612022,CRCC Sat 2,1996-11-30,NB,0,109003,SS,R,16,4
199612023,November Galleria Chess Shop,1996-12-01,ON,0,108844,RR,R,6,1
199612024,Ontario Cadet,1996-12-01,ON,0,109253,SS,R,6,5
199612025,Peel Invitational XXXI,1996-12-01,ON,0,102882,RR,R,5,2
199612026,Vancouver Grand Prix 15,1996-12-01,BC,0,109876,SS,R,6,4
199612027,November TNT,1996-12-03,MB,0,106493,SS,R,10,4
199612028,FCL Georgetown Brantford,1996-12-04,ON,0,106109,SS,R,10,1
199612029,1996 Concordia CC,1996-12-05,ON,0,110732,RR,R,6,1
199612030,Autum Frost E,1996-12-05,ON,0,106856,RR,R,4,2
199612031,Autumn Frost A,1996-12-05,ON,0,106856,RR,R,4,2
199612032,Autumn Frost B,1996-12-05,ON,0,106856,RR,R,4,2
199612033,Autumn Frost C,1996-12-05,ON,0,106856,RR,R,4,2
199612034,Autumn Frost D,1996-12-05,ON,0,106856,RR,R,4,2
199612035,Autumn Frost F,1996-12-05,ON,0,106856,RR,R,4,2
199612036,Autumn Frost G,1996-12-05,ON,0,106856,RR,R,4,2
199612037,Autumn Frost H,1996-12-05,ON,0,106856,RR,R,4,2
199612038,Autumn Frost I,1996-12-05,ON,0,106856,RR,R,4,2
199612039,Autumn Frost J,1996-12-05,ON,0,106856,RR,R,4,2
199612040,Autumn Frost K,1996-12-05,ON,0,106856,RR,R,4,2
199612041,Autumn Frost L,1996-12-05,ON,0,106856,RR,R,5,2
199612042,Autumn Frost Pickup M,1996-12-05,ON,0,106856,SS,R,15,2
199612043,London Fall Brawl,1996-12-05,ON,100355,100338,SS,R,27,6
199612044,JMHS Open,1996-12-07,NB,0,104793,SS,R,10,4
199612045,Vancouver Grand Prix 16,1996-12-07,BC,0,109876,SS,R,10,4
199612046,Red Deer Autumn,1996-12-08,AB,0,101750,RR,R,12,4
199612047,UBC Dec Tues Night Swiss,1996-12-10,BC,0,100314,SS,R,26,5
199612048,Christy Thom Active,1996-10-18,SK,0,111065,SS,Q,4,3
199612049,Vancouver Grand Prix 9,1996-10-19,BC,0,104911,RR,Q,6,1
199612050,U1800 Nov Active,1996-11-02,AB,0,104462,SS,Q,18,5
199612051,Jills House Active 10,1996-11-16,SK,0,111065,SS,Q,4,3
199612052,Tuesday Quicky 11,1996-11-19,ON,0,100355,SS,Q,10,4
199612053,Stardust Autumn Active,1996-11-23,AB,0,111232,SS,Q,11,5
199612054,TOSHACT 3,1996-11-23,PE,0,106527,SS,Q,8,5
199612055,Vancouver Grand Prix 14,1996-11-23,BC,0,104911,RR,Q,6,1
199612056,Tuesday Quicky 12 Playoffs,1996-11-26,ON,0,109445,SS,Q,8,1
199612057,Tuesday Quicky 12a,1996-11-26,ON,0,109445,RR,Q,4,1
199612058,Tuesday Quicky 12b,1996-11-26,ON,0,109445,RR,Q,4,1
199612059,November Friday Active,1996-11-29,MB,0,106687,RR,Q,4,1
199612060,Country Seed Planters Championship,1996-11-30,ON,0,102198,SS,Q,10,5
199612061,GTCL Active Team Championship,1996-11-30,ON,0,106693,SS,Q,33,5
199612062,U of S Active 10,1996-11-30,SK,0,111065,SS,Q,12,5
199612063,Tuesday Quicky 13,1996-12-03,ON,0,109445,SS,Q,11,4
199612064,Almost Under 1800 Dec Acitve,1996-12-07,AB,109025,104462,SS,Q,14,5
199701001,Hamilton City CC,1996-11-15,ON,100991,106266,SS,R,23,8
199701002,Edmonton Open,1996-11-17,AB,100907,108124,SS,R,24,5
199701003,Golden Harvest,1996-11-24,BC,0,100221,SS,R,11,4
199701004,Southern Alberta Open,1996-11-24,AB,0,107545,SS,R,18,5
199701005,Victoria Fall,1996-11-24,BC,0,0,SS,R,12,5
199701006,Kingston Whig,1996-11-25,ON,0,104754,SS,R,30,8
199701007,ECC November,1996-11-28,AB,0,106052,SS,R,19,4
199701008,McRorie vs Cooper,1996-11-28,ON,0,0,RR,R,2,7
199701009,Queens Reserves,1996-11-30,ON,0,104754,RR,R,4,3
199701010,Kowalczyk vs Steingart,1996-12-03,SK,0,104221,RR,R,2,3
199701011,City of York Over 1900,1996-12-12,ON,0,103305,SS,R,6,5
199701012,City of York Under 1700,1996-12-12,ON,0,103305,SS,R,7,5
199701013,City of York Under 1900,1996-12-12,ON,0,103305,SS,R,8,5
199701014,Breau vs Fournier,1996-12-14,NB,0,108718,RR,R,2,2
199701015,Shediac December,1996-12-14,NB,0,108718,SS,R,13,4
199701016,Alberta Cadet,1996-12-15,AB,0,101750,RR,R,6,1
199701017,Claidheamhmor,1996-12-15,MB,0,106687,SS,R,16,5
199701018,Georgetown vs London A,1996-12-15,ON,0,106109,SS,R,10,1
199701019,Killarney Junior A,1996-12-15,BC,0,106295,SS,R,14,5
199701020,Killarney Junior B,1996-12-15,BC,0,106295,SS,R,20,5
199701021,Killarney Junior C,1996-12-15,BC,0,106295,SS,R,19,5
199701022,RA Fast Traffic II,1996-12-15,ON,0,101613,SS,R,10,6
199701023,Vancouver Grand Prix 17,1996-12-15,BC,0,109876,SS,R,10,4
199701024,Wray vs Awate,1996-12-15,ON,0,101613,RR,R,2,1
199701025,Eastern Kings Autumn,1996-12-16,NS,0,108039,SS,R,9,4
199701026,AWHPAWO Open,1996-12-17,ON,0,100962,SS,R,20,10
199701027,Calgary CC Champ,1996-12-17,AB,0,109973,SS,R,22,7
199701028,London Junior,1996-12-17,ON,0,109445,RR,R,4,2
199701029,North Bay Qualifier,1996-12-18,ON,0,103427,SS,R,14,5
199701030,ECC December A,1996-12-19,AB,0,108124,SS,R,9,3
199701031,ECC December B,1996-12-19,AB,0,108124,SS,R,8,3
199701032,Kowalczyk vs Smith,1996-12-19,SK,0,104221,RR,R,2,4
199701033,Soriano vs Insanic,1996-12-19,ON,0,100962,RR,R,2,1
199701034,West Hill Invitational,1996-12-19,ON,0,100962,RR,R,6,2
199701035,Paul Vaitonis Swiss,1996-12-20,ON,0,106266,SS,R,9,5
199701036,Weekend Before XMas,1996-12-22,AB,0,100276,SS,R,19,5
199701037,Arthurs Hill Invite,1996-12-27,ON,0,100319,RR,R,4,1
199701038,Mikhail Tal WCC,1996-12-27,ON,0,100962,SS,R,13,4
199701039,Burgess vs Fleming,1997-01-01,ON,0,0,RR,R,2,4
199701040,Canadian Junior,1997-01-02,AB,0,104728,RR,R,12,1
199701041,Tandem Fast Traffic,1997-01-02,ON,0,101613,SS,R,33,6
199701042,Cardinal Invitational,1997-01-04,ON,0,101613,SS,R,4,4
199701043,North Bay Fall Active,1996-11-20,ON,0,110641,SS,Q,11,5
199701044,Seventeen Days Before XMas,1996-12-07,AB,0,110778,SS,Q,11,5
199701045,Quicky 14 A,1996-12-12,ON,0,109445,RR,Q,4,1
199701046,DeKerpel vs Samano,1996-12-12,ON,0,109445,RR,Q,2,1
199701047,Jurjans vs Jurjans,1996-12-12,ON,0,109445,RR,Q,2,1
199701048,Kovacs vs Peerenboom,1996-12-12,ON,0,109445,RR,Q,2,1
199701049,Litchfield vs Heseltine,1996-12-12,ON,0,109445,RR,Q,2,1
199701050,Quicky 14 B,1996-12-12,ON,0,109445,RR,Q,4,1
199701051,PreChristmas La Crete,1996-12-14,AB,0,110784,SS,Q,17,5
199701052,Toshact 4,1996-12-14,PE,0,106527,RR,Q,6,1
199701053,Tuesday Quicky 15,1996-12-17,ON,0,109445,SS,Q,8,4
199701054,London December,1996-12-19,ON,0,100355,SS,Q,19,6
199701055,AWHPAWO Invitational,1996-12-29,ON,100979,103841,RR,Q,6,1
199701056,NS Thanksgiving U1800,1996-10-14,NS,108983,105142,SS,R,15,5
199701057,NS Thanksgiving,1996-10-14,NS,108983,105142,SS,R,24,5
199701058,Nova Scotia Open,1996-11-10,NS,108983,105142,SS,R,31,5
199701059,Nova Scotia U1500,1996-11-10,NS,108983,105142,SS,R,9,5
199701060,London A vs Kitchener,1996-12-04,ON,0,100355,SS,R,12,1
199701061,Burlington vs Kitchener,1996-12-18,ON,0,105982,SS,R,12,1
199701062,Parliament Futurity IV,1996-12-18,ON,103482,106693,RR,R,8,1
199701063,Dan Murray Memorial,1996-12-19,ON,0,109393,SS,R,10,5
199701064,SK Cadet,1996-12-21,SK,0,107501,RR,R,5,1
199701065,Cole vs Doucette,1996-12-27,NB,0,0,RR,R,2,4
199701066,BC Amateur,1996-12-28,BC,0,105611,SS,R,19,5
199701067,Ellis vs Brown,1996-12-29,ON,0,0,RR,R,2,3
199701068,Last Minute NB A,1996-12-29,NB,0,108718,SS,R,12,4
199701069,Last Minute NB B,1996-12-29,NB,0,108718,SS,R,10,4
199701070,Toronto Xmas Open,1996-12-29,ON,100902,106693,SS,R,44,5
199701071,Toronto Xmas U1600,1996-12-29,ON,100902,106693,SS,R,27,5
199701072,Toronto Xmas U1800,1996-12-29,ON,100902,106693,SS,R,29,5
199701073,Toronto Xmas U2000,1996-12-29,ON,100902,106693,SS,R,24,5
199701074,Brown vs Flitton,1996-12-31,ON,0,0,RR,R,2,2
199701075,Galleria Year End A,1996-12-31,ON,0,108844,RR,R,4,1
199701076,Galleria Year End B,1996-12-31,ON,0,108844,RR,R,4,1
199701077,Galleria Year End C,1996-12-31,ON,0,108844,RR,R,5,2
199701078,Peel Winter 1,1996-12-31,ON,0,102882,RR,R,4,1
199701079,Peel Winter 2,1996-12-31,ON,0,102882,RR,R,4,1
199701080,Peel Winter 3,1996-12-31,ON,0,102882,RR,R,4,1
199701081,Kent Oliver Memorial,1997-01-02,MB,0,100925,SS,R,32,5
199701082,Murphy vs Maillet,1997-01-03,NB,0,0,RR,R,2,4
199701083,Antigonish Open,1997-01-05,NS,0,105484,SS,R,16,5
199701084,BC Cadet,1997-01-05,BC,0,106295,SS,R,22,5
199701085,Carr vs Belliveau,1997-01-09,NB,0,0,RR,R,2,4
199701086,Runstedler vs Franke,1997-01-09,ON,0,0,RR,R,2,2
199701087,Miramachi Winter,1997-01-12,NB,104793,108718,SS,R,12,5
199701088,RA Winter Open,1997-01-12,ON,0,100055,SS,R,21,5
199701089,RA Winter U1600,1997-01-12,ON,0,100055,SS,R,13,5
199701090,RA Winter U1900,1997-01-12,ON,0,100055,SS,R,23,5
199701091,RA Winter U2100,1997-01-12,ON,0,100055,SS,R,19,5
199701092,Vancouver GP18,1997-01-12,BC,0,109876,SS,R,10,4
199701093,Scarborough CC 1,1997-01-16,ON,0,100317,RR,R,10,1
199701094,Scarborough CC 2,1997-01-16,ON,0,100317,RR,R,10,1
199701095,Scarborough CC 3,1997-01-16,ON,0,100317,RR,R,10,1
199701096,Scarborough CC 4,1997-01-16,ON,0,100317,RR,R,10,1
199701097,Scarborough CC 5,1997-01-16,ON,0,100317,RR,R,10,1
199701098,Scarborough CC 6,1997-01-16,ON,0,100317,RR,R,10,1
199701099,Scarborough CC 7,1997-01-16,ON,0,100317,RR,R,10,1
199701100,Eldridge vs Gibson,1997-01-19,NS,0,0,RR,R,2,6
199701101,John Kohlfurst Open,1997-01-19,ON,0,100317,SS,R,28,7
199701102,John Kohlfurst U1700,1997-01-19,ON,0,100317,SS,R,29,7
199701103,Kitchener Dec Active Open,1996-12-28,ON,0,110803,SS,Q,11,5
199701104,Kitchener Dec Active U1600,1996-12-28,ON,0,110803,SS,Q,9,5
199701105,Buset and Buset Active,1997-01-04,ON,0,102198,SS,Q,16,5
199701106,London Quicky 16,1997-01-07,ON,0,109445,SS,Q,7,4
199701107,La Crete Jan Active,1997-01-11,AB,0,110784,SS,Q,13,6
199701108,London Quicky 17,1997-01-14,ON,0,109445,SS,Q,7,4
199702001,KW CC Autumn U1600,1996-11-30,ON,0,106376,SS,R,8,5
199702002,KW CC Autumn,1996-11-30,ON,0,106376,SS,R,17,5
199702003,Woodman vs Haggarty,1996-12-11,NB,0,107763,RR,R,2,1
199702004,GMCC A,1996-12-18,NB,0,107763,SS,R,10,5
199702005,GMCC B,1996-12-18,NB,0,107763,SS,R,13,5
199702006,Southern SK,1996-12-23,SK,0,102617,RR,R,8,1
199702007,Cosman vs Gibson,1997-01-12,NS,0,0,RR,R,2,6
199702008,Kelowna Snow Fest,1997-01-12,BC,0,111941,SS,R,17,5
199702009,Ladner Elementary,1997-01-18,BC,0,106295,SS,R,16,5
199702010,Murphy vs Larmer,1997-01-18,NB,0,0,RR,R,2,4
199702011,Vancouver GP 19,1997-01-18,BC,0,104911,SS,R,6,4
199702012,Trumpeter Classic Jr,1997-01-19,AB,100221,103595,RR,R,5,2
199702013,Trumpeter Classic,1997-01-19,AB,100221,103595,SS,R,17,4
199702014,London A vs Burlington,1997-01-22,ON,0,102011,SS,R,12,1
199702015,Galleria RR 1,1997-01-25,ON,0,108844,RR,R,6,1
199702016,Kamloops GP 5,1997-01-25,BC,0,105611,SS,R,18,4
199702017,Warm Up Inv A,1997-01-25,ON,0,105982,RR,R,4,1
199702018,Warm Up Inv B,1997-01-25,ON,0,105982,RR,R,4,1
199702019,Alberta January U1800,1997-01-26,AB,104462,101495,SS,R,7,5
199702020,Alberta January,1997-01-26,AB,104462,101495,SS,R,12,5
199702021,Saskatoon Champ,1997-01-26,SK,0,104172,SS,R,22,5
199702022,Vancouver GP 20,1997-01-26,BC,0,104911,SS,R,7,4
199702023,Victoria Masters,1997-01-26,BC,0,100205,RR,R,4,2
199702024,Victoria Real Winter,1997-01-26,BC,0,100205,SS,R,12,5
199702025,GMCC 4,1997-01-28,NB,0,107763,SS,R,10,4
199702026,GMCC 4B,1997-01-28,NB,0,107763,SS,R,10,4
199702027,January TNT,1997-01-28,MB,0,106687,SS,R,10,4
199702028,Galleria RR 2,1997-01-29,ON,0,108844,RR,R,4,2
199702029,Buckley vs Hanson,1997-01-30,NB,0,0,RR,R,2,6
199702030,Losier vs St Pierre,1997-01-30,NB,0,0,RR,R,2,10
199702031,Hamilton January,1997-01-31,ON,0,100991,SS,R,12,4
199702032,Eldridge vs Kustudic,1997-02-01,NS,0,0,RR,R,2,6
199702033,Miramichi Winter,1997-02-01,NB,0,104793,SS,R,8,4
199702034,Canadian Under 10,1997-02-02,ON,101034,106376,SS,R,10,5
199702035,Canadian Under 12,1997-02-02,ON,101034,106376,SS,R,12,5
199702036,Canadian Under 14,1997-02-02,ON,0,106376,SS,R,10,5
199702037,Canadian Under 18,1997-02-02,ON,101034,106376,SS,R,10,5
199702038,Peel XXXII,1997-02-02,ON,0,102882,RR,R,5,1
199702039,UBC Tuesday,1997-02-04,BC,0,100934,SS,R,25,5
199702040,Georgetown vs Kitchener,1997-02-05,ON,0,106109,SS,R,12,1
199702041,Ottawa Closed,1997-02-10,ON,0,101613,SS,R,9,9
199702042,Ottawa Reserves,1997-02-10,ON,0,101613,RR,R,10,1
199702043,Halloween Minus 26,1996-10-05,AB,0,110778,SS,Q,6,5
199702044,U of S Active 11,1997-01-11,SK,0,111065,SS,Q,10,5
199702045,Liedke Family Active,1997-01-18,ON,0,102198,SS,Q,17,5
199702046,Tosh Active 5,1997-01-18,PE,0,106527,SS,Q,8,5
199702047,WCC Active II,1997-01-23,ON,0,100357,SS,Q,17,6
199702048,Winter Blahs Active,1997-01-23,ON,0,110732,SS,Q,7,5
199702049,Mr Subs,1997-01-25,ON,0,102198,SS,Q,20,5
199702050,3 Cavaliers 1,1997-01-26,NB,0,107764,RR,Q,6,1
199702051,Scarborough Sun Active,1997-01-26,ON,0,100317,SS,Q,58,6
199702052,Sirenella Active,1997-01-26,PE,0,106527,SS,Q,14,5
199702053,High Level Active,1997-02-01,AB,0,111917,SS,Q,10,5
199702054,Vancouver GP 21,1997-02-01,BC,0,104911,SS,Q,8,5
199702055,Words Jan 1700 to 2000,1997-02-01,AB,104462,101495,SS,Q,10,5
199702056,No Name Active,1997-02-03,ON,0,106109,RR,Q,6,1
199703001,KW Fall Open,1996-11-24,ON,0,106376,SS,R,21,5
199703002,KW Fall U1600,1996-11-24,ON,0,106376,SS,R,16,5
199703003,KW Fall U2000,1996-11-24,ON,0,106376,SS,R,35,5
199703004,Armstrong vs Gaudet,1996-12-22,ON,0,0,RR,R,2,2
199703005,Armstrong vs Audet,1997-01-05,ON,0,0,RR,R,2,2
199703006,BCIT Grade 10 to 12,1997-02-01,BC,0,108774,SS,R,18,5
199703007,BCIT Grade 4 to 6,1997-02-01,BC,0,108774,SS,R,78,5
199703008,BCIT Grade 7 to 9,1997-02-01,BC,0,108774,SS,R,27,5
199703009,BCIT Kindergarten to 3,1997-02-01,BC,0,108774,SS,R,31,5
199703010,Carr vs Beliveau,1997-02-03,NB,0,0,RR,R,2,4
199703011,Burlington Winter A,1997-02-05,ON,0,105982,RR,R,6,1
199703012,Durham New Year,1997-02-06,ON,109393,109393,SS,R,12,5
199703013,Burlington Winter Open,1997-02-09,ON,0,105982,SS,R,26,5
199703014,Burlington Winter U1600,1997-02-09,ON,0,105982,SS,R,12,5
199703015,Kingston Open,1997-02-09,ON,0,104754,SS,R,17,5
199703016,Kingston U1600,1997-02-09,ON,0,104754,SS,R,10,5
199703017,Kingston U1950,1997-02-09,ON,0,104754,SS,R,16,5
199703018,Losier vs Jobin,1997-02-11,NB,0,0,RR,R,2,6
199703019,Burlington Winter B,1997-02-12,ON,0,105982,RR,R,4,2
199703020,Teplitsky vs Yoos,1997-02-13,BC,100346,100283,RR,R,2,4
199703021,Henao vs Toolsie,1997-02-15,ON,0,110803,RR,R,2,1
199703022,Sarnia CC Champ,1997-02-15,ON,0,101455,RR,R,11,1
199703023,Toolsie vs Zybura,1997-02-15,ON,0,110803,RR,R,2,1
199703024,Toronto Closed,1997-02-15,ON,0,106693,RR,R,12,1
199703025,Toronto Reserves,1997-02-15,ON,0,106693,RR,R,12,1
199703026,Fast Traffic III,1997-02-16,ON,0,101613,SS,R,12,6
199703027,KW Winter Open,1997-02-16,ON,0,110803,SS,R,11,5
199703028,KW Winter U1600,1997-02-16,ON,0,110803,SS,R,12,5
199703029,KW Winter U2000,1997-02-16,ON,0,110803,SS,R,26,5
199703030,Regina Open,1997-02-16,SK,102617,102617,SS,R,16,5
199703031,Eldridge vs Cosman,1997-02-19,NS,0,0,RR,R,2,6
199703032,ECC Reserves,1997-02-20,AB,100907,106052,SS,R,17,7
199703033,Henao vs Toolsie II,1997-02-20,ON,0,0,RR,R,2,2
199703034,RA CC Champ,1997-02-20,ON,0,101613,SS,R,58,7
199703035,Kamloops GP 6,1997-02-21,BC,0,105611,SS,R,23,4
199703036,Fleming vs Burgess,1997-02-22,ON,0,0,RR,R,2,4
199703037,Galleria A,1997-02-22,ON,0,108844,RR,R,4,1
199703038,Galleria B,1997-02-22,ON,0,108844,RR,R,4,1
199703039,Galleria C,1997-02-22,ON,0,108844,RR,R,3,2
199703040,Bluenose Champ,1997-02-23,NS,101735,106633,SS,R,23,5
199703041,Bluenose U1700,1997-02-23,NS,101735,106633,SS,R,17,5
199703042,Sydney Forks RR,1997-02-24,NS,0,107132,RR,R,4,2
199703043,Guelph Open,1997-03-02,ON,0,111830,SS,R,16,5
199703044,Guelph U1700,1997-03-02,ON,0,111830,SS,R,10,5
199703045,Paradoxicon Open,1997-03-02,ON,0,106629,SS,R,13,5
199703046,Paradoxicon U1800,1997-03-02,ON,0,106629,SS,R,11,5
199703047,Paradoxicon U2100,1997-03-02,ON,0,106629,SS,R,12,5
199703048,Hamilton Feb Active,1997-01-14,ON,100991,106266,SS,Q,6,3
199703049,Sudbury Active 2,1997-01-18,ON,103373,102232,SS,Q,7,6
199703050,London vs Kitchener,1997-02-01,ON,0,100338,SS,Q,12,1
199703051,Taco Time Active,1997-02-01,ON,102198,102198,SS,Q,16,5
199703052,Trois Cavaliers 2,1997-02-02,NB,0,107764,RR,Q,6,1
199703053,Stachiw Active,1997-02-08,ON,0,102198,SS,Q,16,5
199703054,Words Feb Active,1997-02-15,AB,0,104462,SS,Q,14,5
199703055,Valentine Tornado,1997-02-16,PE,0,106527,SS,Q,12,5
199703056,U of S Active 12,1997-02-22,SK,0,111065,SS,Q,10,5
199703057,Cafengiu vs Godbout,1996-11-23,ON,0,106376,RR,R,2,1
199703058,Fleming vs Audet,1997-02-08,ON,0,0,RR,R,2,2
199703059,Manitoba Reserves,1997-02-09,MB,0,103280,SS,R,22,5
199703060,Northern BC Winter,1997-02-09,BC,0,107829,SS,R,32,5
199703061,Vancouver GP22,1997-02-09,BC,0,109876,SS,R,8,4
199703062,Duguay vs Johnson,1997-02-12,NB,0,0,RR,R,2,1
199703063,Bluenose C,1997-02-15,NS,0,101735,RR,R,4,2
199703064,Bluenose D,1997-02-15,NS,0,101735,RR,R,4,2
199703065,Sudbury Late Fall,1997-02-15,ON,103373,103373,RR,R,6,1
199703066,Vancouver GP23,1997-02-15,BC,0,109876,SS,R,10,4
199703067,North Van Jun A,1997-02-16,BC,0,106295,SS,R,22,5
199703068,North Van Jun B,1997-02-16,BC,0,106295,SS,R,27,5
199703069,Black Knight CC,1997-02-22,ON,102198,102198,SS,R,11,3
199703070,Northern AB Open,1997-02-23,AB,104728,104728,SS,R,28,5
199703071,Vancouver GP24,1997-02-23,BC,0,109876,SS,R,8,4
199703072,February TNT,1997-02-25,MB,0,106687,SS,R,6,4
199703073,KW CC January,1997-02-25,ON,0,110803,SS,R,14,5
199703074,KW CC U1650,1997-02-25,ON,0,110803,SS,R,11,5
199703075,Burlington vs Georgetown,1997-02-26,ON,0,105982,SS,R,10,1
199703076,London A vs Brantford,1997-02-26,ON,0,102011,SS,R,8,1
199703077,Interior BC Highshool,1997-03-01,BC,0,105611,SS,R,51,6
199703078,Krupka vs Filipovich,1997-03-01,ON,0,0,RR,R,2,5
199703079,Manitoba Closed,1997-03-01,MB,0,103280,RR,R,10,1
199703080,AWHPAWO Closed A,1997-03-04,ON,100979,103841,RR,R,10,1
199703081,AWHPAWO Closed B,1997-03-04,ON,100979,106574,RR,R,10,1
199703082,Calgary Closed 1,1997-03-04,AB,104462,101495,RR,R,8,1
199703083,Calgary Closed 2,1997-03-04,AB,104462,101495,RR,R,8,1
199703084,Calgary Closed 3,1997-03-04,AB,104462,101495,RR,R,8,1
199703085,Calgary Closed 4,1997-03-04,AB,104462,101495,SS,R,22,7
199703086,Edmonton Closed,1997-03-05,AB,100907,106052,RR,R,8,1
199703087,GMCC 5,1997-03-05,NB,0,107763,SS,R,21,5
199703088,Cosman vs Kustudic,1997-03-06,NS,0,0,RR,R,2,6
199703089,Guelph Championship,1997-03-06,ON,0,111830,SS,R,10,5
199703090,Scarborough Thursday,1997-03-06,ON,0,100317,SS,R,41,7
199703091,Scarborough U1800,1997-03-06,ON,0,100317,SS,R,36,7
199703092,Miramichi 4 Rd,1997-03-08,NB,0,104793,SS,R,14,4
199703093,Toronto Class A,1997-03-09,ON,0,106693,SS,R,41,5
199703094,Toronto Class B,1997-03-09,ON,0,106693,SS,R,35,5
199703095,Toronto Class C,1997-03-09,ON,0,106693,SS,R,56,5
199703096,Toronto Class Expert,1997-03-09,ON,0,106693,SS,R,26,5
199703097,Toronto Class Open,1997-03-09,ON,0,106693,SS,R,21,5
199703098,Kowalczyk vs Knapper,1997-03-10,SK,0,0,RR,R,2,4
199703099,Canadian Cadet,1997-03-14,BC,100205,0,RR,R,10,1
199703100,RA Open,1997-03-16,ON,101613,106245,SS,R,16,5
199703101,RA U1550,1997-03-16,ON,101613,106245,SS,R,12,5
